2.667181491851806641e-01,4.752942639364840034e+03,4.426671796864061434e+03,2.734890380859375000e+03
5.839157104492187500e-01,5.739316708992566419e+03,4.421587198663957679e+03,7.134283447265625000e+01
2.494058609008789062e-01,7.155359998024897322e+03,4.459744439778026390e+03,2.694314270019531250e+02
2.683088779449462891e-01,7.436147577783835914e+03,4.289924638917867014e+03,9.204318847656250000e+02
2.169106006622314453e-01,6.933109599009492740e+03,4.416422707893362713e+03,1.153118286132811932e+02
2.645697593688964844e-01,6.731544100001996412e+03,4.396314180216166278e+03,3.781388244628906250e+02
2.658278942108154297e-01,5.508974666287309446e+03,4.576671610631754447e+03,3.638833923339843750e+02
2.334003448486328125e-01,5.304046309579089211e+03,4.370830816157678782e+03,4.162564697265625000e+02
1.997227668762207031e-01,4.612533377399696292e+03,4.486074730221082973e+03,4.376262817382811932e+02
2.667219638824462891e-01,6.195367627358504251e+03,4.503342698255142750e+03,1.704948120117187955e+03
2.668662071228027344e-01,4.770459675119052008e+03,4.608939508122780353e+03,1.102101821899414062e+02
2.335486412048339844e-01,5.748517981683217840e+03,4.414593273632906858e+03,1.223506347656250000e+03
2.167663574218750000e-01,7.059938356122178448e+03,4.573792169341027147e+03,3.746979980468750000e+02
2.398440837860107422e-01,4.872145357585394777e+03,4.552713110164558202e+03,1.969779663085938068e+02
1.699180603027343750e-01,5.343634455942762543e+03,4.473430424714174478e+03,7.922716674804687500e+02
4.669039249420166016e-01,5.545670333168648540e+03,4.453452725582303174e+03,2.042173461914062045e+03
1.998679637908935547e-01,7.736091436256749148e+03,4.529557218366383495e+03,5.690302658081054688e+01
4.026622772216796875e-01,7.395732725606505483e+03,4.545144659928507281e+03,8.290258407592773438e+00
1.836080551147460938e-01,4.934991981182201016e+03,4.438113532964738624e+03,1.909669799804687955e+03
5.170273780822753906e-01,5.621858681278824406e+03,4.527758024890077650e+03,3.486938781738281250e+02
2.502622604370117188e-01,7.354275286040498941e+03,4.515488342094053223e+03,8.342883911132812500e+02
2.000260353088378906e-01,7.795673173488020439e+03,4.486050822650976443e+03,1.344906311035155966e+02
2.310860157012939453e-01,7.481694828753257752e+03,4.525579048451995732e+03,6.021910400390625000e+02
2.248969078063964844e-01,5.721091095799878531e+03,4.519581906726208217e+03,7.568654174804687500e+02
2.170002460479736328e-01,4.965528989493390327e+03,4.382839816618058649e+03,2.065652832031250000e+03
2.025694847106933594e-01,5.126493795314011550e+03,4.440263240488445263e+03,1.460857910156250000e+03
1.688795089721679688e-01,5.056719722526026999e+03,4.376395836207348111e+03,2.609523773193359020e+01
3.331549167633056641e-01,4.798254350954839538e+03,4.442572637013488929e+03,1.965041992187500000e+03
2.668771743774414062e-01,4.652575783483004670e+03,4.477437469644074554e+03,1.783607482910155895e+01
