3.052122592926025391e-01,8.027722152529325285e+03,2.653526959883412019e+03,4.482252197265625000e+02
2.507686614990234375e-01,6.308023894757625385e+03,2.664814172916819189e+03,1.810547119140625000e+03
2.558259963989257812e-01,6.846290215590554908e+03,2.641757480264113838e+03,1.096163177490233949e+02
2.832865715026855469e-01,6.234458702717985034e+03,2.674548115550148850e+03,6.373369750976562500e+02
2.910623550415039062e-01,6.029574331012002403e+03,2.680264976462816321e+03,3.671635437011718750e+02
2.495129108428955078e-01,6.340718652537158960e+03,2.656590530524506903e+03,1.756605834960937955e+03
2.818951606750488281e-01,5.252655314004258798e+03,2.632904637046742209e+03,2.122984409332274947e+00
2.371585369110107422e-01,6.810532500376249118e+03,2.649390438870019807e+03,1.070137817382812045e+03
2.344608306884765625e-01,7.302488587577125145e+03,2.663168931357192832e+03,2.027903930664062045e+03
2.681562900543212891e-01,5.663885278400389325e+03,2.596440834260151860e+03,3.038069824218750000e+03
3.172955513000488281e-01,6.987029428223516334e+03,2.658611925396656261e+03,4.925837707519531250e+02
3.016524314880371094e-01,6.713087853817256473e+03,2.644955334628923538e+03,1.605263427734375000e+03
2.002396583557128906e-01,5.570109236155997678e+03,2.701491551109200827e+03,1.537921142578125000e+03
3.508756160736083984e-01,7.256625401594209507e+03,2.674496244688392380e+03,1.216392822265625000e+03
2.685499191284179688e-01,6.031981327962055730e+03,2.671685306242300612e+03,6.963791503906250000e+02
2.007217407226562500e-01,6.122722670264593035e+03,2.615398226474743296e+03,1.242958251953125000e+03
2.206139564514160156e-01,5.982207418380451600e+03,2.661249740776021554e+03,8.511414794921875000e+02
2.568092346191406250e-01,5.908859059121451537e+03,2.641707218919592833e+03,-9.291707724332809448e-02
1.662046909332275391e-01,6.722798773913611512e+03,2.635284934452736707e+03,9.679782104492187500e+02
2.291314601898193359e-01,7.398487975539535000e+03,2.631694330941065800e+03,4.839016113281250000e+02
1.835918426513671875e-01,7.870851785322119213e+03,2.676280246575590809e+03,2.725781982421875000e+03
2.009644508361816406e-01,5.314957849440229438e+03,2.660831761314367668e+03,1.673099121093750000e+03
2.806911468505859375e-01,5.963006822083822044e+03,2.675137424920228568e+03,2.085557403564453125e+02
1.892395019531250000e-01,4.743503546373985955e+03,2.670694679370054018e+03,8.226740722656250000e+02
1.831037998199462891e-01,6.806697791485957168e+03,2.654331030455803102e+03,1.145585205078125000e+03
3.314170837402343750e-01,5.997501582662874171e+03,2.674014337162445372e+03,1.016157470703125000e+03
1.507191658020019531e-01,5.303706502118135177e+03,2.661858806226971865e+03,6.795250701904296875e+01
