-1.169568007166879369e+02,3.494492948728725423e+01
-1.172489742192474438e+02,3.560301545702636616e+01
-1.199203848447135243e+02,3.746823692894251678e+01
-1.208498375131108844e+02,4.002567307034141209e+01
-1.211113449434608071e+02,3.831934002838994502e+01
-1.210826883140123869e+02,3.585893153786916088e+01
-1.188459035123858030e+02,3.613279135621303340e+01
-1.234808376135599701e+02,4.139432740082504836e+01
-1.169131776069841067e+02,3.505090761593461224e+01
-1.153699659834485800e+02,3.382088202454912818e+01
-1.198608086260978070e+02,3.594746517282548837e+01
-1.204093391301389033e+02,3.737237246643039157e+01
-1.209541499543106937e+02,4.189921106494018943e+01
-1.221664529127958616e+02,3.825408537764054273e+01
-1.239944725844623292e+02,4.145283380377762228e+01
-1.172761872403424093e+02,3.361516983012846538e+01
-1.197387197925372249e+02,3.619283662365236864e+01
-1.171168643898372324e+02,3.412470621535110382e+01
-1.216671164657717270e+02,4.177119461703128422e+01
-1.218887194296497682e+02,3.885295109716698647e+01
-1.162063132827184688e+02,3.458031581189791837e+01
-1.151038518267961877e+02,3.493518456240406778e+01
-1.184037845031499216e+02,3.717454081751966299e+01
-1.220361894523113335e+02,3.866040920048629914e+01
-1.161970530329229803e+02,3.468751803095197062e+01
-1.204215674485749759e+02,3.661558107107235571e+01
-1.186348181617279067e+02,3.441214550431666908e+01
-1.161628798277318140e+02,3.418900397324276952e+01
-1.204055339140968215e+02,3.877854984359876056e+01
-1.174863862087232604e+02,3.591262597091544961e+01
-1.226414846960459784e+02,3.862344225627240490e+01
-1.160704840989501321e+02,3.454349474134288300e+01
-1.187750026649518134e+02,3.732170724379107440e+01
-1.225959639145370943e+02,3.795833792334540391e+01
-1.160028136033321573e+02,3.426626921798026615e+01
-1.214487149211620363e+02,4.089134227293423862e+01
-1.220108289449154881e+02,3.803945415604730584e+01
-1.211135243468076084e+02,3.704823212524235032e+01
-1.213310805050899859e+02,3.638379288562771308e+01
-1.185129502145898073e+02,3.412673534653571039e+01
-1.196464665105933278e+02,3.796510256199697153e+01
-1.161250737701546569e+02,3.403382791554336251e+01
-1.147987232111153588e+02,3.412502581721614803e+01
-1.183803539150859052e+02,3.474977295801262756e+01
-1.192109871109835666e+02,3.516556684318036474e+01
-1.150532656509159750e+02,3.308739615120249056e+01
-1.156419540226578277e+02,3.281466995419351917e+01
-1.211831821872079473e+02,3.580141134316757245e+01
-1.203844820103630013e+02,3.876359604795995750e+01
-1.186659889648954476e+02,3.766394039313170339e+01
-1.227347944230061358e+02,3.847578212016299659e+01
-1.224791897838305061e+02,4.022551058965544257e+01
-1.199369497044951203e+02,3.823946574415488442e+01
-1.169860506585188062e+02,3.620673973152123182e+01
-1.232479864560410476e+02,4.107647648733356505e+01
-1.220023617157240778e+02,3.795071057471164977e+01
-1.191091507229253921e+02,3.772402872624632408e+01
-1.158372647091758552e+02,3.566024318799863835e+01
-1.207571332518696892e+02,3.999850983341436006e+01
-1.186617971426046978e+02,3.413613149345454190e+01
-1.192992544438604909e+02,3.746384475904204692e+01
-1.182182821065300971e+02,3.530313640420602184e+01
-1.198919330621271655e+02,3.558933756109102120e+01
-1.239521528168387761e+02,4.086494665864383791e+01
-1.166704163274706474e+02,3.299044522155595871e+01
-1.236144908427276334e+02,4.127703518195223609e+01
-1.186655561417246503e+02,3.413155806004238713e+01
-1.193331271538345533e+02,3.572973830265445372e+01
-1.154750830332800859e+02,3.525901549100189669e+01
-1.226640476305991285e+02,4.018570458860451566e+01
-1.169140052970688259e+02,3.258318843393177389e+01
-1.199675446588806125e+02,3.837942866281458265e+01
-1.218076682667667114e+02,3.965875590443701526e+01
-1.169990815719547754e+02,3.277811055200549362e+01
-1.207289843198968526e+02,3.916790087011374766e+01
-1.184642289429433220e+02,3.509849875019814647e+01
-1.169154322391695615e+02,3.304972089639196042e+01
-1.179655944283476146e+02,3.425896637427703695e+01
-1.183752187712848354e+02,3.471128050966284917e+01
-1.147459746243827112e+02,3.304751268001708553e+01
-1.149450213607298679e+02,3.388346851953384231e+01
-1.202979529752966386e+02,4.032381783571827327e+01
-1.213192160158504720e+02,3.987187857658586410e+01
-1.181130327998027525e+02,3.523908542333305149e+01
-1.185231056769373623e+02,3.525270040926240966e+01
-1.161977563246190073e+02,3.419525014537921237e+01
-1.203512262425278578e+02,3.816684411743427319e+01
-1.216528445157256044e+02,3.914015859795203767e+01
-1.163496212406456323e+02,3.375793099358558891e+01
-1.173784528246833929e+02,3.491887367847482437e+01
-1.224117791392579733e+02,4.070350614576946668e+01
-1.206671951519274728e+02,3.529400376528313643e+01
-1.174794791578973303e+02,3.407146409536331788e+01
-1.171456595051178908e+02,3.415399426787591608e+01
-1.203829705708773190e+02,3.950432698952092636e+01
-1.157621027365520092e+02,3.417615120726606648e+01
-1.202393215315193515e+02,4.135034353423620246e+01
-1.207390355401495867e+02,3.684726816282513084e+01
-1.162621445400956901e+02,3.540128823869123664e+01
-1.231085840710964447e+02,3.994779948265085068e+01
-1.230880844104325860e+02,3.917784481023651466e+01
-1.191789046033242840e+02,3.518514912075599455e+01
-1.222612647150110803e+02,4.015324294835627938e+01
-1.165090862843598956e+02,3.439333116113161992e+01
-1.232836599754666906e+02,4.135806149051568781e+01
-1.227986723491838603e+02,4.009890597616393393e+01
-1.180409331292652837e+02,3.403192575179777890e+01
-1.198952312086320120e+02,3.449472220427253433e+01
-1.214589141863904729e+02,3.964705161551221835e+01
-1.190299952782683022e+02,3.560584926664213157e+01
-1.207449090068293458e+02,3.898650890434154803e+01
-1.157579772245747733e+02,3.369614885337549026e+01
-1.206462679525571673e+02,4.189672715187259655e+01
-1.176511775250957612e+02,3.693651679914550812e+01
-1.175112982211647932e+02,3.672732254826973985e+01
-1.186186520852323838e+02,3.455275141275597406e+01
-1.202499166421663119e+02,4.000200940472758049e+01
-1.210574977191255641e+02,4.138957881032420261e+01
-1.156663805989890079e+02,3.335223411743641009e+01
-1.193225350999771877e+02,3.568385700676702044e+01
-1.227147729202445845e+02,4.166931716149609599e+01
-1.212486843371571155e+02,3.811855385102680316e+01
-1.190329466642653529e+02,3.444542847053067902e+01
-1.215424270010703935e+02,3.853898410891731885e+01
-1.191904317203867123e+02,3.655919386982518660e+01
-1.170570133235307821e+02,3.650127392320055719e+01
-1.201659060099675145e+02,3.950948489259434382e+01
-1.189110341475906694e+02,3.409785296432118429e+01
-1.193959238964908707e+02,3.648566702418928287e+01
-1.162570598080511530e+02,3.591820337870309032e+01
-1.214375833515073566e+02,3.882573687985392041e+01
-1.188699105090648942e+02,3.800874259745708628e+01
-1.238426176040614592e+02,4.100886624924947199e+01
-1.171817841610446607e+02,3.615259531394262638e+01
-1.209501391396633210e+02,4.142966969310032255e+01
-1.162703096401492218e+02,3.408782687046324611e+01
